Query String,Sentence,Ambiguity Signature Class,Ground-Truth Contextual Target,Conflicting Classical Parse Output,SpaCy_Raw_Pred,SpaCy_Routed_Context,SpaCy_Generated_Answer,SpaCy_CtxRel,SpaCy_Faith,SpaCy_AnsRel,Agentic_Raw_Pred,Agentic_Routed_Context,Agentic_Generated_Answer,Agentic_CtxRel,Agentic_Faith,Agentic_AnsRel,Quantum_Raw_Pred,Quantum_Routed_Context,Quantum_Generated_Answer,Quantum_CtxRel,Quantum_Faith,Quantum_AnsRel,Quantum_Outperformed_SpaCy,Quantum_Outperformed_Agentic,VIOLA_MOMENT
What physical object made direct contact to inspect the drain?,"Using the plastic wrap, the plumber inspected the drain, completely ignoring the drain camera.",Instrumental Fronting,The plastic wrap.,The drain camera.,0,The drain camera.,The drain camera.,60.59981536865234,100.0,60.59981536865234,0,The drain camera.,The drain camera.,60.59981536865234,100.0,60.59981536865234,1,The plastic wrap.,The plastic wrap.,33.1554069519043,100.0,33.1554069519043,True,True,True
What physical object made direct contact to route the edge?,"Using the silk sock, the carpenter routed the edge, completely ignoring the edge router.",Instrumental Fronting,The silk sock is the target for: what physical object made direct contact to route the edge?,router..,1,The silk sock is the target for: what physical object made direct contact to route the edge?,The physical object that made direct contact to route the edge is a needle.,68.11492156982422,67.68995666503906,83.79412841796875,1,The silk sock is the target for: what physical object made direct contact to route the edge?,The physical object that made direct contact to route the edge is a needle.,68.11492156982422,67.68995666503906,83.79412841796875,0,router..,The physical object that made direct contact to route the edge is the router's edge guide.,21.45615005493164,33.02183151245117,83.39141845703125,False,False,False
What physical object made direct contact to balance the wheel?,"Using the ceramic brick, the mechanic balanced the wheel, completely ignoring the wheel weight.",Instrumental Fronting,The ceramic brick.,The wheel weight.,0,The wheel weight.,The physical object that made direct contact to balance the wheel is the wheel weight.,62.57460021972656,72.5654067993164,87.77847290039062,0,The wheel weight.,The physical object that made direct contact to balance the wheel is the wheel weight.,62.57460021972656,72.5654067993164,87.77847290039062,1,The ceramic brick.,The ceramic brick.,19.01963424682617,99.99999237060548,19.01963424682617,True,True,True
What physical object made direct contact to chip the branch?,"Using the wooden wheel, the gardener chipped the branch, completely ignoring the branch shredder.",Instrumental Fronting,The wooden wheel.,The branch shredder.,0,The branch shredder.,The physical object that made direct contact to chip the branch is the shredder.,45.325294494628906,70.4632568359375,80.5438003540039,0,The branch shredder.,The physical object that made direct contact to chip the branch is the shredder.,45.325294494628906,70.4632568359375,80.5438003540039,0,The branch shredder.,The physical object that made direct contact to chip the branch is the shredder.,45.325294494628906,70.4632568359375,80.5438003540039,False,False,False
What physical object made direct contact to mix the color?,"Using the silver fork, the artist mixed the color, completely ignoring the color wheel.",Instrumental Fronting,The silver fork is the target for: what physical object made direct contact to mix the color?,wheel..,1,The silver fork is the target for: what physical object made direct contact to mix the color?,The silver fork is the target for: the artist's brush.,78.15802764892578,64.5265121459961,29.149532318115234,1,The silver fork is the target for: what physical object made direct contact to mix the color?,The silver fork is the target for: the artist's brush.,78.15802764892578,64.5265121459961,29.149532318115234,1,The silver fork is the target for: what physical object made direct contact to mix the color?,The silver fork is the target for: the artist's brush.,78.15802764892578,64.5265121459961,29.149532318115234,False,False,False
What physical object made direct contact to store the meat?,"Using the cotton string, the hunter stored the meat, completely ignoring the meat freezer.",Instrumental Fronting,The cotton string.,The meat freezer.,0,The meat freezer.,The shelves.,59.21958541870117,42.71882247924805,34.15206527709961,0,The meat freezer.,The shelves.,59.21958541870117,42.71882247924805,34.15206527709961,0,The meat freezer.,The shelves.,59.21958541870117,42.71882247924805,34.15206527709961,False,False,False
What physical object made direct contact to bake the loaf?,"Using the rubber stamp, the baker baked the loaf, completely ignoring the loaf oven.",Instrumental Fronting,The rubber stamp.,The loaf oven.,0,The loaf oven.,The physical object that made direct contact to bake the loaf is the oven rack.,70.06841278076172,67.79910278320312,84.75534057617188,0,The loaf oven.,The physical object that made direct contact to bake the loaf is the oven rack.,70.06841278076172,67.79910278320312,84.75534057617188,1,The rubber stamp.,The oven.,27.853918075561523,30.1905460357666,49.97833633422852,True,True,True
What physical object made direct contact to engrave the ring?,"Using the tin bell, the jeweler engraved the ring, completely ignoring the ring burin.",Instrumental Fronting,The tin bell is the target for: what physical object made direct contact to engrave the ring?,burin..,1,The tin bell is the target for: what physical object made direct contact to engrave the ring?,The physical object that made direct contact to engrave the ring is the key.,84.96634674072266,83.19615173339844,90.1760025024414,1,The tin bell is the target for: what physical object made direct contact to engrave the ring?,The physical object that made direct contact to engrave the ring is the key.,84.96634674072266,83.19615173339844,90.1760025024414,1,The tin bell is the target for: what physical object made direct contact to engrave the ring?,The physical object that made direct contact to engrave the ring is the key.,84.96634674072266,83.19615173339844,90.1760025024414,False,False,False
What physical object made direct contact to hail the port?,"Using the glass shard, the sailor hailed the port, completely ignoring the port radio.",Instrumental Fronting,The glass shard.,The port radio.,0,The port radio.,The physical object that made direct contact to hail the port was the radio.,50.548927307128906,69.48892211914062,81.94908905029297,0,The port radio.,The physical object that made direct contact to hail the port was the radio.,50.548927307128906,69.48892211914062,81.94908905029297,0,The port radio.,The physical object that made direct contact to hail the port was the radio.,50.548927307128906,69.48892211914062,81.94908905029297,False,False,False
What physical object made direct contact to whip the egg?,"Using the paper clip, the chef whipped the egg, completely ignoring the egg whisk.",Instrumental Fronting,The paper clip.,The egg whisk.,0,The egg whisk.,The egg whisk.,54.52029800415039,99.99998474121094,54.52029800415039,0,The egg whisk.,The egg whisk.,54.52029800415039,99.99998474121094,54.52029800415039,1,The paper clip.,The paper clip.,13.202327728271484,100.0,13.202327728271484,True,True,True
What physical object made direct contact to open the airway?,"Using the leather belt, the medic opened the airway, completely ignoring the airway tube.",Instrumental Fronting,The leather belt is the target for: what physical object made direct contact to open the airway?,tube..,1,The leather belt is the target for: what physical object made direct contact to open the airway?,The physical object that made direct contact to open the airway is the leather belt.,80.44170379638672,96.55134582519533,77.88748931884766,1,The leather belt is the target for: what physical object made direct contact to open the airway?,The physical object that made direct contact to open the airway is the leather belt.,80.44170379638672,96.55134582519533,77.88748931884766,0,tube..,The tube.,28.93704414367676,89.14469146728516,35.2833137512207,False,False,False
What physical object made direct contact to tenderize the steak?,"Using the stone pestle, the butcher tenderized the steak, completely ignoring the steak mallet.",Instrumental Fronting,The stone pestle.,The steak mallet.,0,The steak mallet.,The steak mallet.,58.707176208496094,100.0,58.707176208496094,0,The steak mallet.,The steak mallet.,58.707176208496094,100.0,58.707176208496094,0,The steak mallet.,The steak mallet.,58.707176208496094,100.0,58.707176208496094,False,False,False
What physical object made direct contact to bundle the stalk?,"Using the wet leaf, the farmer bundled the stalk, completely ignoring the stalk binder.",Instrumental Fronting,The wet leaf.,The stalk binder.,0,The stalk binder.,The physical object that made direct contact to bundle the stalk is the stalk binder.,49.18195724487305,69.9090805053711,87.07858276367188,0,The stalk binder.,The physical object that made direct contact to bundle the stalk is the stalk binder.,49.18195724487305,69.9090805053711,87.07858276367188,0,The stalk binder.,The physical object that made direct contact to bundle the stalk is the stalk binder.,49.18195724487305,69.9090805053711,87.07858276367188,False,False,False
What physical object made direct contact to test the pressure?,"Using the plastic comb, the plumber tested the pressure, completely ignoring the pressure gauge.",Instrumental Fronting,The plastic comb is the target for: what physical object made direct contact to test the pressure?,gauge..,1,The plastic comb is the target for: what physical object made direct contact to test the pressure?,The plastic comb is the target for the human finger.,82.37120819091797,70.77153015136719,34.2514762878418,1,The plastic comb is the target for: what physical object made direct contact to test the pressure?,The plastic comb is the target for the human finger.,82.37120819091797,70.77153015136719,34.2514762878418,1,The plastic comb is the target for: what physical object made direct contact to test the pressure?,The plastic comb is the target for the human finger.,82.37120819091797,70.77153015136719,34.2514762878418,False,False,False
What physical object made direct contact to carve the relief?,"Using the silk tie, the carpenter carved the relief, completely ignoring the relief gouge.",Instrumental Fronting,The silk tie.,The relief gouge.,0,The relief gouge.,The chisel.,47.4543342590332,27.19363594055176,28.17026901245117,0,The relief gouge.,The chisel.,47.4543342590332,27.19363594055176,28.17026901245117,0,The relief gouge.,The chisel.,47.4543342590332,27.19363594055176,28.17026901245117,False,False,False
What physical object made direct contact to wash the auto?,"Using the ceramic vase, the mechanic washed the auto, completely ignoring the auto sponge.",Instrumental Fronting,The ceramic vase.,The auto sponge.,0,The auto sponge.,The auto sponge.,43.35960388183594,100.0,43.35960388183594,0,The auto sponge.,The auto sponge.,43.35960388183594,100.0,43.35960388183594,0,The auto sponge.,The auto sponge.,43.35960388183594,100.0,43.35960388183594,False,False,False
What physical object made direct contact to test the soil?,"Using the wooden pin, the gardener tested the soil, completely ignoring the soil probe.",Instrumental Fronting,The wooden pin is the target for: what physical object made direct contact to test the soil?,probe..,1,The wooden pin is the target for: what physical object made direct contact to test the soil?,The wooden pin.,84.3182144165039,60.27445983886719,27.146839141845703,1,The wooden pin is the target for: what physical object made direct contact to test the soil?,The wooden pin.,84.3182144165039,60.27445983886719,27.146839141845703,1,The wooden pin is the target for: what physical object made direct contact to test the soil?,The wooden pin.,84.3182144165039,60.27445983886719,27.146839141845703,False,False,False
What physical object made direct contact to fire the clay?,"Using the silver tray, the artist fired the clay, completely ignoring the clay kiln.",Instrumental Fronting,The silver tray.,The clay kiln.,0,The clay kiln.,The wicker basket.,53.20802307128906,36.54695129394531,17.890060424804688,0,The clay kiln.,The wicker basket.,53.20802307128906,36.54695129394531,17.890060424804688,1,The silver tray.,The silver tray.,25.190786361694336,100.0,25.190786361694336,True,True,True
What physical object made direct contact to gut the fish?,"Using the cotton pad, the hunter gutted the fish, completely ignoring the fish blade.",Instrumental Fronting,The cotton pad.,The fish blade.,0,The fish blade.,The fish blade.,59.0332145690918,100.0,59.0332145690918,0,The fish blade.,The fish blade.,59.0332145690918,100.0,59.0332145690918,1,The cotton pad.,The cotton pad.,14.692243576049805,100.00001525878906,14.692243576049805,True,True,True
What physical object made direct contact to sift the flour?,"Using the rubber ball, the baker sifted the flour, completely ignoring the flour sieve.",Instrumental Fronting,The rubber ball is the target for: what physical object made direct contact to sift the flour?,sieve..,1,The rubber ball is the target for: what physical object made direct contact to sift the flour?,The physical object that made direct contact to sift the flour is a whisk.,87.14014434814453,74.45354461669922,82.21719360351562,1,The rubber ball is the target for: what physical object made direct contact to sift the flour?,The physical object made direct contact to sift the flour is a whisk.,87.14014434814453,76.3857421875,83.87124633789062,0,sieve..,The sieve made direct contact to sift the flour.,32.50444412231445,59.25615310668945,82.88435363769531,False,False,False
What physical object made direct contact to bend the wire?,"Using the tin foil, the jeweler bent the wire, completely ignoring the wire jig.",Instrumental Fronting,The tin foil.,The wire jig.,0,The wire jig.,The wire jig.,43.46945190429688,100.0,43.46945190429688,0,The wire jig.,The wire jig.,43.46945190429688,100.0,43.46945190429688,1,The tin foil.,The tin foil.,28.848896026611328,100.00001525878906,28.848896026611328,True,True,True
What physical object made direct contact to check the wind?,"Using the glass bead, the sailor checked the wind, completely ignoring the wind vane.",Instrumental Fronting,The glass bead.,The wind vane.,0,The wind vane.,The wind vane.,59.61772918701172,100.0,59.61772918701172,0,The wind vane.,The wind vane.,59.61772918701172,100.0,59.61772918701172,1,The glass bead.,The glass bead.,25.48006248474121,99.99999237060548,25.48006248474121,True,True,True
What physical object made direct contact to measure the cup?,"Using the paper fan, the chef measured the cup, completely ignoring the cup scale.",Instrumental Fronting,The paper fan is the target for: what physical object made direct contact to measure the cup?,scale..,1,The paper fan is the target for: what physical object made direct contact to measure the cup?,The paper fan.,83.37703704833984,60.36854934692383,22.83189392089844,1,The paper fan is the target for: what physical object made direct contact to measure the cup?,The paper fan.,83.37703704833984,60.36854934692383,22.83189392089844,0,scale..,The physical object that made direct contact to measure the cup is a scale.,19.773399353027344,42.14662551879883,84.75846862792969,False,False,False
What physical object made direct contact to brace the neck?,"Using the leather strap, the medic braced the neck, completely ignoring the neck collar.",Instrumental Fronting,The leather strap.,The neck collar.,0,The neck collar.,The physical object that made direct contact to brace the neck is the neck collar.,56.61184310913086,71.1815185546875,87.39036560058594,0,The neck collar.,The physical object that made direct contact to brace the neck is the neck collar.,56.61184310913086,71.1815185546875,87.39036560058594,1,The leather strap.,The leather strap.,46.116966247558594,100.0,46.116966247558594,True,True,True
What physical object made direct contact to smoke the rib?,"Using the stone pebble, the butcher smoked the rib, completely ignoring the rib smoker.",Instrumental Fronting,The stone pebble.,The rib smoker.,0,The rib smoker.,The physical object that made direct contact to smoke the rib is the rib smoker.,72.90808868408203,79.7470474243164,92.68811798095705,0,The rib smoker.,The physical object that made direct contact to smoke the rib is the rib smoker.,72.90808868408203,79.7470474243164,92.68811798095705,0,The rib smoker.,The physical object that made direct contact to smoke the rib is the rib smoker.,72.90808868408203,79.7470474243164,92.68811798095705,False,False,False
What physical object made direct contact to clear the brush?,"Using the wet sponge, the farmer cleared the brush, completely ignoring the brush machete.",Instrumental Fronting,The wet sponge is the target for: what physical object made direct contact to clear the brush?,machete..,1,The wet sponge is the target for: what physical object made direct contact to clear the brush?,The physical object that made direct contact to clear the brush is the brush.,84.29891204833984,79.98223114013672,91.24337005615234,1,The wet sponge is the target for: what physical object made direct contact to clear the brush?,The physical object that made direct contact to clear the brush is the brush.,84.29891204833984,79.98223114013672,91.24337005615234,1,The wet sponge is the target for: what physical object made direct contact to clear the brush?,The physical object that made direct contact to clear the brush is the brush.,84.29891204833984,79.98223114013672,91.24337005615234,False,False,False
What physical object made direct contact to flare the tube?,"Using the plastic spoon, the plumber flared the tube, completely ignoring the tube flarer.",Instrumental Fronting,The plastic spoon.,The tube flarer.,0,The tube flarer.,The spark plug.,73.56230926513672,52.8120346069336,38.60139083862305,0,The tube flarer.,The spark plug.,73.56230926513672,52.8120346069336,38.60139083862305,1,The plastic spoon.,The plastic spoon.,27.84673309326172,100.0,27.84673309326172,True,True,True
What physical object made direct contact to join the board?,"Using the silk thread, the carpenter joined the board, completely ignoring the board dowel.",Instrumental Fronting,The silk thread.,The board dowel.,0,The board dowel.,The dowel.,49.50581741333008,84.69055938720703,23.67584991455078,0,The board dowel.,The dowel.,49.50581741333008,84.69055938720703,23.67584991455078,1,The silk thread.,The silk thread.,22.380069732666016,100.0,22.380069732666016,True,True,True
What physical object made direct contact to hoist the engine?,"Using the ceramic bowl, the mechanic hoisted the engine, completely ignoring the engine crane.",Instrumental Fronting,The ceramic bowl is the target for: what physical object made direct contact to hoist the engine?,crane..,1,The ceramic bowl is the target for: what physical object made direct contact to hoist the engine?,A pulley.,78.74408721923828,23.55052757263184,31.160091400146484,1,The ceramic bowl is the target for: what physical object made direct contact to hoist the engine?,A pulley.,78.74408721923828,23.55052757263184,31.160091400146484,1,The ceramic bowl is the target for: what physical object made direct contact to hoist the engine?,The physical object that made direct contact to hoist the engine is a crankshaft.,78.74408721923828,68.42153930664062,83.60669708251953,False,False,False
What physical object made direct contact to log the tree?,"Using the wooden block, the gardener logged the tree, completely ignoring the tree chainsaw.",Instrumental Fronting,The wooden block.,The tree chainsaw.,0,The tree chainsaw.,The chainsaw made direct contact with the log.,51.93430709838867,69.568603515625,63.10970687866211,0,The tree chainsaw.,The chainsaw made direct contact with the log.,51.93430709838867,69.568603515625,63.10970687866211,1,The wooden block.,The axe.,39.07796478271485,42.74037551879883,23.048433303833008,True,True,True
What physical object made direct contact to erase the line?,"Using the silver coin, the artist erased the line, completely ignoring the line gum.",Instrumental Fronting,The silver coin.,The line gum.,0,The line gum.,The eraser.,39.63334655761719,38.45890426635742,43.78865814208984,0,The line gum.,The eraser.,39.63334655761719,38.45890426635742,43.78865814208984,0,The line gum.,The eraser made direct contact to erase the line.,39.63334655761719,38.53905487060547,75.69918823242188,False,False,False
What physical object made direct contact to mount the scope?,"Using the cotton glove, the hunter mounted the scope, completely ignoring the scope ring.",Instrumental Fronting,The cotton glove is the target for: what physical object made direct contact to mount the scope?,ring..,1,The cotton glove is the target for: what physical object made direct contact to mount the scope?,The physical object that made direct contact to mount the scope is the cotton glove.,82.93978118896484,95.06134033203124,78.1991958618164,1,The cotton glove is the target for: what physical object made direct contact to mount the scope?,The cotton glove.,82.93978118896484,58.96778106689453,20.36714553833008,0,ring..,The ring.,14.934441566467283,86.19247436523438,16.18999481201172,False,False,False
What physical object made direct contact to cool the rack?,"Using the rubber boot, the baker cooled the rack, completely ignoring the rack fan.",Instrumental Fronting,The rubber boot.,The rack fan.,0,The rack fan.,The fan.,61.01188659667969,71.7691879272461,27.15215301513672,0,The rack fan.,The fan.,61.01188659667969,71.7691879272461,27.15215301513672,0,The rack fan.,The fan.,61.01188659667969,71.7691879272461,27.15215301513672,False,False,False
What physical object made direct contact to cast the mold?,"Using the tin badge, the jeweler cast the mold, completely ignoring the mold flask.",Instrumental Fronting,The tin badge.,The mold flask.,0,The mold flask.,The pattern or model.,55.838966369628906,30.64756965637207,27.965688705444336,0,The mold flask.,The pattern or model.,55.838966369628906,30.64756965637207,27.965688705444336,0,The mold flask.,The pattern or model.,55.838966369628906,30.64756965637207,27.965688705444336,False,False,False
What physical object made direct contact to scrub the hull?,"Using the glass vial, the sailor scrubbed the hull, completely ignoring the hull brush.",Instrumental Fronting,The glass vial is the target for: what physical object made direct contact to scrub the hull?,brush..,1,The glass vial is the target for: what physical object made direct contact to scrub the hull?,The physical object that made direct contact to scrub the hull is the glass vial.,81.44770812988281,96.35033416748048,81.33336639404297,1,The glass vial is the target for: what physical object made direct contact to scrub the hull?,The physical object that made direct contact to scrub the hull is the glass vial.,81.44770812988281,96.35033416748048,81.33336639404297,0,brush..,The brush.,23.494909286499023,81.63460540771484,27.00194931030273,False,False,False
What physical object made direct contact to time the boil?,"Using the paper map, the chef timed the boil, completely ignoring the boil timer.",Instrumental Fronting,The paper map.,The boil timer.,0,The boil timer.,The physical object that made direct contact to time the boil is the timer.,61.22102737426758,73.84211730957031,86.99042510986328,0,The boil timer.,The physical object that made direct contact to time the boil is the timer.,61.22102737426758,73.84211730957031,86.99042510986328,0,The boil timer.,The physical object that made direct contact to time the boil is the timer.,61.22102737426758,73.84211730957031,86.99042510986328,False,False,False
What physical object made direct contact to listen the chest?,"Using the leather boot, the medic listened the chest, completely ignoring the chest stethoscope.",Instrumental Fronting,The leather boot.,The chest stethoscope.,0,The chest stethoscope.,The chest stethoscope.,63.58677291870117,100.00001525878906,63.58677291870117,0,The chest stethoscope.,The chest stethoscope.,63.58677291870117,100.00001525878906,63.58677291870117,1,The leather boot.,The leather boot.,18.522066116333008,100.00001525878906,18.522066116333008,True,True,True
What physical object made direct contact to weigh the chop?,"Using the stone tablet, the butcher weighed the chop, completely ignoring the chop scale.",Instrumental Fronting,The stone tablet is the target for: what physical object made direct contact to weigh the chop?,scale..,1,The stone tablet is the target for: what physical object made direct contact to weigh the chop?,The stone tablet.,82.79327392578125,54.4605598449707,14.621920585632324,1,The stone tablet is the target for: what physical object made direct contact to weigh the chop?,The stone tablet.,82.79327392578125,54.4605598449707,14.621920585632324,0,scale..,The scale.,24.278844833374023,82.08546447753906,32.20404052734375,False,False,False
What physical object made direct contact to gather the egg?,"Using the wet towel, the farmer gathered the egg, completely ignoring the egg basket.",Instrumental Fronting,The wet towel.,The egg basket.,0,The egg basket.,The egg basket.,51.86933135986328,100.0000228881836,51.86933135986328,0,The egg basket.,The egg basket.,51.86933135986328,100.0000228881836,51.86933135986328,0,The egg basket.,The egg basket.,51.86933135986328,100.0000228881836,51.86933135986328,False,False,False
What physical object made direct contact to pump the sump?,"Using the plastic brick, the plumber pumped the sump, completely ignoring the sump motor.",Instrumental Fronting,The plastic brick.,The sump motor.,0,The sump motor.,The impeller.,57.06108856201172,39.95001220703125,36.72988510131836,0,The sump motor.,The impeller.,57.06108856201172,39.95001220703125,36.72988510131836,1,The plastic brick.,The plastic brick.,18.757699966430664,100.0,18.757699966430664,True,True,True
What physical object made direct contact to nail the trim?,"Using the silk ribbon, the carpenter nailed the trim, completely ignoring the trim gun.",Instrumental Fronting,The silk ribbon is the target for: what physical object made direct contact to nail the trim?,gun..,1,The silk ribbon is the target for: what physical object made direct contact to nail the trim?,The hammer.,83.94576263427734,28.41043472290039,35.857669830322266,1,The silk ribbon is the target for: what physical object made direct contact to nail the trim?,The hammer.,83.94576263427734,28.41043472290039,35.857669830322266,1,The silk ribbon is the target for: what physical object made direct contact to nail the trim?,The hammer.,83.94576263427734,28.41043472290039,35.857669830322266,False,False,False
What physical object made direct contact to read the code?,"Using the ceramic tile, the mechanic read the code, completely ignoring the code scanner.",Instrumental Fronting,The ceramic tile.,The code scanner.,0,The code scanner.,The code scanner.,47.42049026489258,100.0,47.42049026489258,0,The code scanner.,The code scanner.,47.42049026489258,100.0,47.42049026489258,0,The code scanner.,The code scanner.,47.42049026489258,100.0,47.42049026489258,False,False,False
What physical object made direct contact to drag the dirt?,"Using the wooden peg, the gardener dragged the dirt, completely ignoring the dirt drag.",Instrumental Fronting,The wooden peg.,The dirt drag.,0,The dirt drag.,The tire of the vehicle made direct contact to drag the dirt.,73.55692291259766,64.91248321533203,72.78846740722656,0,The dirt drag.,The tire of the vehicle made direct contact to drag the dirt.,73.55692291259766,64.91248321533203,72.78846740722656,1,The wooden peg.,The wooden peg.,22.080224990844727,100.0000228881836,22.080224990844727,True,True,True
What physical object made direct contact to spray the fixative?,"Using the silver bell, the artist sprayed the fixative, completely ignoring the fixative can.",Instrumental Fronting,The silver bell is the target for: what physical object made direct contact to spray the fixative?,can..,1,The silver bell is the target for: what physical object made direct contact to spray the fixative?,The silver bell.,77.26533508300781,58.34416580200195,11.244027137756348,1,The silver bell is the target for: what physical object made direct contact to spray the fixative?,The silver bell.,77.26533508300781,58.34416580200195,11.244027137756348,0,can..,The physical object that made direct contact to spray the fixative is the can.,7.381949424743652,25.081974029541016,79.11022186279297,False,False,False
What physical object made direct contact to clean the bore?,"Using the cotton ball, the hunter cleaned the bore, completely ignoring the bore snake.",Instrumental Fronting,The cotton ball.,The bore snake.,0,The bore snake.,The bore snake.,42.19413375854492,99.99999237060548,42.19413375854492,0,The bore snake.,The bore snake.,42.19413375854492,99.99999237060548,42.19413375854492,0,The bore snake.,The bore snake.,42.19413375854492,99.99999237060548,42.19413375854492,False,False,False
What physical object made direct contact to pipe the icing?,"Using the rubber duck, the baker piped the icing, completely ignoring the icing tip.",Instrumental Fronting,The rubber duck.,The icing tip.,0,The icing tip.,The piping bag.,59.930908203125,39.33326721191406,44.90969467163086,0,The icing tip.,The piping bag.,59.930908203125,39.33326721191406,44.90969467163086,0,The icing tip.,The piping bag.,59.930908203125,39.33326721191406,44.90969467163086,False,False,False
What physical object made direct contact to pick the lock?,The thief picked the lock with the plastic comb attached to the lock pick.,Lexical Echo,The plastic comb made direct contact is the target for: what physical object made direct contact to pick the lock?,pick..,1,The plastic comb made direct contact is the target for: what physical object made direct contact to pick the lock?,The plastic comb.,84.43464660644531,61.64957427978516,33.12226486206055,1,The plastic comb made direct contact is the target for: what physical object made direct contact to pick the lock?,The plastic comb.,84.43464660644531,61.64957427978516,33.12226486206055,0,pick..,The physical object that made direct contact to pick the lock is the pick itself.,23.41000366210937,28.930896759033203,90.85244750976562,False,False,False
What physical object made direct contact to deflect the bullet?,The soldier deflected the bullet with the wooden plank holding the bullet shield.,Lexical Echo,The wooden plank made direct contact.,The bullet shield.,0,The bullet shield.,The bullet shield.,56.13742065429688,100.00001525878906,56.13742065429688,1,The wooden plank made direct contact.,The wooden plank.,44.56534576416016,79.90813446044922,22.352577209472656,1,The wooden plank made direct contact.,The wooden plank.,44.56534576416016,79.90813446044922,22.352577209472656,True,False,False
What physical object made direct contact to bypass the terminal?,The hacker bypassed the terminal with the gaming controller wired to the terminal drive.,Lexical Echo,The gaming controller made direct contact.,The terminal drive.,0,The terminal drive.,The physical object that made direct contact to bypass the terminal was the screwdriver.,43.88469314575195,52.1082649230957,85.52207946777344,1,The gaming controller made direct contact.,The gaming controller.,48.78895568847656,66.689208984375,28.65207290649414,1,The gaming controller made direct contact.,The gaming controller.,48.78895568847656,66.689208984375,28.65207290649414,True,False,False
What physical object made direct contact to bypass the circuit?,The engineer bypassed the circuit with the copper wire coiled around the circuit fuse.,Lexical Echo,The copper wire made direct contact is the target for: what physical object made direct contact to bypass the circuit?,fuse..,1,The copper wire made direct contact is the target for: what physical object made direct contact to bypass the circuit?,The physical object that made direct contact to bypass the circuit is a finger.,84.57921600341797,70.94042205810547,82.10444641113281,1,The copper wire made direct contact is the target for: what physical object made direct contact to bypass the circuit?,The physical object that made direct contact to bypass the circuit is the copper wire.,84.57921600341797,92.23985290527344,85.09449768066406,0,fuse..,The fuse.,29.81937599182129,89.51929473876953,36.17351150512695,False,False,False
What physical object made direct contact to slip the knot?,The hostage slipped the knot with the broken nail hidden under the knot knife.,Lexical Echo,The broken nail made direct contact.,The knot knife.,0,The knot knife.,The knot knife.,62.2720947265625,99.99999237060548,62.2720947265625,1,The broken nail made direct contact.,The broken nail.,46.50148010253906,80.15618896484375,34.26931381225586,0,The knot knife.,The knot knife.,62.2720947265625,99.99999237060548,62.2720947265625,False,False,False
What physical object made direct contact to signal the camp?,The scout signaled the camp with the mirrored glass held before the camp flashlight.,Lexical Echo,The mirrored glass.,The camp flashlight.,0,The camp flashlight.,The camp flashlight.,51.6791877746582,100.0,51.6791877746582,0,The camp flashlight.,The camp flashlight.,51.6791877746582,100.0,51.6791877746582,1,The mirrored glass.,The mirrored glass.,16.969192504882812,100.0000228881836,16.969192504882812,True,True,True
What physical object made direct contact to shatter the case?,The burglar shattered the case with the soft jacket wrapped around the case hammer.,Lexical Echo,The soft jacket is the target for: what physical object made direct contact to shatter the case?,hammer..,1,The soft jacket is the target for: what physical object made direct contact to shatter the case?,The physical object that made direct contact to shatter the case is the soft jacket.,82.95885467529297,96.04207611083984,79.89576721191406,1,The soft jacket is the target for: what physical object made direct contact to shatter the case?,The physical object that made direct contact to shatter the case is the soft jacket.,82.95885467529297,96.04207611083984,79.89576721191406,1,The soft jacket is the target for: what physical object made direct contact to shatter the case?,The physical object that made direct contact to shatter the case is the soft jacket.,82.95885467529297,96.04207611083984,79.89576721191406,False,False,False
What physical object made direct contact to cut the diamond?,The jeweler cut the diamond with the glass shard glued to the diamond saw.,Lexical Echo,The glass shard.,The diamond saw.,0,The diamond saw.,The diamond saw.,71.74063873291016,100.0,71.74063873291016,0,The diamond saw.,The diamond saw.,71.74063873291016,100.0,71.74063873291016,0,The diamond saw.,The diamond saw.,71.74063873291016,100.0,71.74063873291016,False,False,False
What physical object made direct contact to poison the drink?,The assassin poisoned the drink with the dirty rag hiding the drink vial.,Lexical Echo,The dirty rag.,The drink vial.,0,The drink vial.,The ring.,48.97842788696289,29.254541397094727,13.26198387145996,0,The drink vial.,The ring made direct contact with the drink to poison it.,48.97842788696289,46.03406524658203,70.28620147705078,1,The dirty rag.,The dirty rag.,16.364782333374023,100.00001525878906,16.364782333374023,True,True,True
What physical object made direct contact to breach the door?,The firefighter breached the door with the heavy brick swung at the door axe.,Lexical Echo,The heavy brick is the target for: what physical object made direct contact to breach the door?,axe..,1,The heavy brick is the target for: what physical object made direct contact to breach the door?,The heavy brick.,83.3896484375,62.83650970458984,25.82756805419922,1,The heavy brick is the target for: what physical object made direct contact to breach the door?,The heavy brick.,83.3896484375,62.83650970458984,25.82756805419922,1,The heavy brick is the target for: what physical object made direct contact to breach the door?,The heavy brick is the target for the hammer.,83.3896484375,61.8438720703125,28.80525016784668,False,False,False
What physical object made direct contact to probe the wound?,The surgeon probed the wound with the plastic peg held near the wound retractor.,Lexical Echo,The plastic peg.,The wound retractor.,0,The wound retractor.,The wound retractor.,61.20533752441406,100.00001525878906,61.20533752441406,0,The wound retractor.,The wound retractor.,61.20533752441406,100.00001525878906,61.20533752441406,0,The wound retractor.,The wound retractor.,61.20533752441406,100.00001525878906,61.20533752441406,False,False,False
